name,ab,url,strat,org,sector,type,region,country,city,submitted, 
Water regeneration and reuse of drainage spill on farmland from combined natural systems of water treatments. ,Wetlands built with gravel and cork to improve the water quality of agriculture,http://cus.upc.edu/reagritech,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",UPC / Càtedra UNESCO de Sosteneibilitat / Campus Terrassa,FOOD & BEVERAGES including agriculture and restaurants,Education,Europe,Spain,Terrassa (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Reduce the environmental impact of the toner waste,Product valuation and destine part of it to reuse and manage waste properly. ,www.infor-consum.com,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Infor-consum S.L,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- SME,Europe,Spain,Cerdanyola del Vallès (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Weight - Think,"Separate, record (weigh), minimize (think), take advantage of donations (cooperate) and reevaluate (composed).",www.pesaipensa.org,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Zenquiu lab -  Campos Estela,FOOD & BEVERAGES including agriculture and restaurants,- SME,Europe,Spain,Sant Cugat del Vallès (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Recycle material and remanufacte components.,More sustainable manufactured materials from the recovery of feather waste from birds.,https://www.upc.edu/intexter/es,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …","Escola Superior d'Enginyeries Industrial, Aeroespacial i Audiovisual de Terrassa - INTEXTER - UPC","OTHER: Financial services, professional services, healthcare, education, tourism, etc.",Education,Europe,Spain,Terrassa (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Sensitize the industry ,Take advantage of what other departments do to develop the circular economy. Collaborate in the development of eco-circular energy projects.,www.terrasa.cat,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",Ajuntament de Terrassa,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Government,Europe,Spain,Terrassa (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Ecodesign of cosmetic packaging: REPAVAR pediatric and atopic skin,"Ecoredisseny of cosmetic containers of the range REPAVAR pediatric and atopic skin. Promoting 100% recyclability of products, promoting the use of just one material and reducing the carbon of new packaging in 46%",www.ferrer.com,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Grupo Ferrer Internacional,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- Multinational Corporate,Europe,Spain,Barcelona (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Boost the recovery and circularity of the pallets at Laboratorios Ferrer,"Study of recovery, recirculation and replacement of europallets for pallets of fiber pressed in Ferrer Group. Saving of CO2 costs and emmissions",www.ferrer.com,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …","Grupo Ferrer Internacional, S.A.","MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- Multinational Corporate,Europe,Spain,Sant Cugat del Vallès (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Space for reuse and repair of the municipal waste collection centre of Palau-solità i Plegamanas,"Waste recover being able to extend its useful life, resuscitating the volume of waste that is destined to finalist treatment and therefore the economic and environmental impact that this represents",www. palauplegamans.cat,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Ajuntament de Palau-solità i Plegamans,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Government,Europe,Spain,Palau-solità i Plegamans (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Reusable surgical product,"Minimization of sanitary waste in a surgical block, use of reusable textile products and proximity that, apart from contributing to the environment, generates jobs (complying with UNE EN 13795). Steripak's lifecycle study determines that it is 3 to 6 times more sustainable than the disposable alternative",www.axiomasolucions.com,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Axioma,FASHION and other textiles,- SME,Europe,Spain,Viladecavalls (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Products that improve woven fabrics conservation,"Sale of products that favour a better conservation of the fabrics, supposing an extension of its useful life like the reduction of textile fibres released in the processes of domestic washing. ",www.polysistec.com,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",Polysistec S.L.,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- SME,Europe,Spain,Castellar del Vallès (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Breciclat,"They recover used clothes (post-consumer) from the points of sale. They choose and separate by colours and families. Grind and after they make new fabric, garments and accessories according to instructions from the trimming chain from where they were collected",www.hilaturasarnau.com,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Hilatures Arnau S.L.,FASHION and other textiles,- SME,Europe,Spain,Sabadell (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
ICTA/UAB Building,Building designed with sustainability standards. In terms of energy and water consumption in its operation and in the materials used for its construction. The use of heat in winter and dissipation in summer. Bioclimatic outer skin. Reduction of up to 90% of drinking water consumption and reduction of the environmental impact of construction materials,ictaweb.uab.cat/index.php,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Institut de Ciència i Tecnologia ambiental (ICTA-UAB),"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Education,Europe,Spain,Bellaterra (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Valuation of tires and other elastomers. ,Devulcanization of rubber that comes from the recycling of tires and other elastomers and manufacture of new elastomeric materials with properties similar to the pure elastomer,https://eq.upc.edu/es/investigacion/polquitex,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Polquitex,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",Education,Europe,Spain,Terrassa (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Industrial symbiosis between the textile and packaging sectors,"Establishment of synergies between the textile and packaging industries for the exchange of resources in a context of circular and innovative economy, where the waste of a company can become raw material on the other (PACTEX Project)",www.packagingcluster.com,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",AEI Tèxtils - Cluster Packaging,FASHION and other textiles,- SME,Europe,Spain,Terrassa (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Recooperem: food to share,"Collection of the surplus of prepared meals and products of the first necessity of the restaurants and food of the territory, especially school lunches, and its later distribution through the banks of foods. Doing a dual function, social and elimination of food waste.",www.ccvoc.cat,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Consell Comarcal del Vallès Occidental,FOOD & BEVERAGES including agriculture and restaurants,Government,Europe,Spain,Terrassa (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Vallès Circular,"Shared territorial initiative between administrations, social, environmental and economic agents in order to boost the circular economy in the Vallés Occidental and take advantage of the development of new ways of producing and consuming to gain competitiveness, quality of life and improvement of the environment",http://www.vallescircular.com/,OTHER,Consell Comarcal del Vallès Occidental,"OTHER: Financial services, professional services, healthcare, education, tourism, etc.",Government,Europe,Spain,Terrassa (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
"Auto-manufacturing space linked to circular economy and social inclusion (""market"")","Auto-fabrication or ""market"" space in the Torre-Romeu district. Theoretical and practical training of groups of elderly, young people and children, to promote social inclusion and reduce the digital divide of age, gender and socio-economic reasons. Reuse of materials, the extension of life, repair and customization of objects, eco-design of products and design of tools for auto-fabrication.",www.sabadell.cat/innovaciosbd,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",Ajuntament de Sabadell,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Government,Europe,Spain,Sabadell (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
MONOPET: A recyclable container for meat products with just one material.,"Develop, analyze and test the possibilities of eco-design of packaging with just one material structures that allow the valorisation of plastics for the meat sector",www.packagingcluster.com,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Cluster Innovacc / la Vola / Enplater / Noel / Packaging Cluster,FOOD & BEVERAGES including agriculture and restaurants,Other,Europe,Spain,Terrassa (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
